"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","PARENT1","TRAVTIME","CAR_USE","TIF","RED_CAR","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","INCOME","HOME_VAL","BLUEBOOK","OLDCLAIM","MSTATUS","SEX","EDUCATION","JOB","CAR_TYPE","URBANICITY"
0,0,0,53,0,10,"No",52,"Commercial",6,"yes",2,"No",0,12,62280,0,30810,4390,"No","M","Masters","","Panel Truck","Highly Urban/ Urban"
0,0,1,37,2,0,"Yes",41,"Private",1,"no",3,"No",2,4,0,0,20860,9237,"No","F","Bachelors","Student","SUV","Highly Rural/ Rural"
1,2536,1,57,2,15,"No",57,"Private",7,"no",3,"No",6,12,79053,161160,15110,3795,"Yes","F","Masters","Lawyer","Sports Car","Highly Urban/ Urban"
1,5723,0,39,0,4,"No",21,"Private",6,"yes",0,"No",1,16,102052,237341,7020,0,"No","M","PhD","Manager","Pickup","Highly Urban/ Urban"
0,0,0,35,0,7,"No",27,"Private",1,"no",0,"No",0,12,64890,0,12760,0,"No","F","Bachelors","Manager","SUV","Highly Urban/ Urban"
1,337.50470226,0,51,0,12,"No",70,"Commercial",1,"no",0,"No",0,11,146881,396556,19920,0,"Yes","M","PhD","Manager","Van","Highly Urban/ Urban"
0,0,2,44,3,15,"No",35,"Commercial",4,"yes",0,"No",0,9,69264,242234,16510,0,"Yes","M","High School","Blue Collar","Minivan","Highly Rural/ Rural"
0,0,0,34,1,0,"No",42,"Private",7,"no",0,"No",0,6,0,0,11990,0,"Yes","F","<High School","Student","SUV","Highly Urban/ Urban"
1,2257,0,51,0,15,"No",34,"Private",13,"no",3,"No",3,4,57410,231626,12340,33089,"Yes","F","Bachelors","Professional","SUV","Highly Urban/ Urban"
0,0,0,34,4,11,"Yes",23,"Commercial",6,"no",2,"Yes",2,1,6363,0,7850,53477,"No","F","High School","Student","Sports Car","Highly Urban/ Urban"
0,0,0,43,1,11,"No",43,"Private",4,"no",2,"No",3,5,41229,0,9920,5303,"Yes","F","High School","Student","SUV","Highly Urban/ Urban"
1,2774,0,41,0,5,"No",46,"Commercial",6,"no",0,"No",0,1,53293,0,6830,0,"No","F","High School","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,42,0,11,"No",29,"Commercial",1,"yes",2,"Yes",3,15,94090,161160,18340,39973,"Yes","M","Masters","Manager","Van","Highly Urban/ Urban"
0,0,0,38,1,12,"Yes",10,"Commercial",1,"yes",0,"No",0,8,15216,134163,8650,0,"No","M","Bachelors","Home Maker","Pickup","Highly Rural/ Rural"
0,0,0,34,1,12,"No",35,"Private",1,"no",0,"Yes",4,15,121279,325518,10960,0,"Yes","F","Bachelors","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,49,0,13,"No",43,"Private",6,"yes",3,"No",3,12,54028,232785,16940,3170,"Yes","M","Bachelors","Professional","Van","Highly Urban/ Urban"
1,3997,0,26,2,13,"No",24,"Private",10,"no",2,"Yes",3,1,989,0,4200,25081,"Yes","F","<High School","Student","SUV","Highly Urban/ Urban"
1,8496,0,42,0,11,"No",25,"Private",1,"no",1,"No",2,8,7804,0,6480,4400,"No","F","High School","Student","SUV","Highly Urban/ Urban"
0,0,0,44,0,11,"No",44,"Commercial",6,"yes",0,"No",1,14,65426,181181,6040,0,"Yes","M","Bachelors","Manager","Pickup","Highly Urban/ Urban"
0,0,0,55,0,14,"No",26,"Commercial",3,"no",4,"No",3,9,174526,439040,24450,4478,"No","M","PhD","","Panel Truck","Highly Urban/ Urban"
0,0,0,30,1,11,"No",22,"Private",1,"yes",1,"No",0,24,55307,174352,12360,5278,"Yes","M","Masters","","Minivan","Highly Urban/ Urban"
0,0,0,36,4,14,"No",23,"Private",6,"no",2,"No",6,1,45484,187068,9650,4448,"Yes","F","<High School","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,49,0,12,"No",39,"Private",3,"no",0,"No",0,8,23111,135834,12260,0,"Yes","F","<High School","Clerical","SUV","Highly Urban/ Urban"
0,0,0,50,0,11,"No",37,"Commercial",6,"yes",0,"No",0,13,120424,315565,33030,0,"Yes","M","Bachelors","Professional","Panel Truck","Highly Rural/ Rural"
0,0,0,58,0,15,"No",23,"Commercial",10,"no",0,"Yes",2,15,89403,274333,22990,0,"Yes","M","Bachelors","Blue Collar","Panel Truck","Highly Urban/ Urban"
0,0,0,56,0,15,"No",35,"Private",1,"no",0,"No",0,9,4200,127300,37380,0,"Yes","F","Bachelors","Home Maker","Minivan","Highly Urban/ Urban"
0,0,0,37,3,9,"Yes",34,"Commercial",4,"yes",0,"Yes",0,1,14818,137447,16710,0,"No","M","<High School","Clerical","Van","Highly Rural/ Rural"
1,291.72857081,2,41,4,0,"Yes",53,"Private",6,"no",2,"No",5,NA,0,0,1500,1433,"No","F","Masters","Home Maker","Sports Car","Highly Urban/ Urban"
0,0,0,45,0,12,"No",16,"Private",4,"no",0,"No",0,15,43998,181595,25500,0,"Yes","F","Masters","Manager","Minivan","Highly Urban/ Urban"
0,0,0,53,0,14,"No",11,"Private",6,"yes",0,"No",0,10,39095,197227,10710,0,"Yes","M","High School","Manager","Pickup","Highly Urban/ Urban"
0,0,0,51,0,12,"No",40,"Commercial",1,"no",0,"No",0,14,54236,219127,6600,0,"Yes","M","Bachelors","Blue Collar","Pickup","Highly Rural/ Rural"
0,0,0,33,5,0,"No",45,"Private",4,"no",0,"No",3,10,0,0,9930,0,"Yes","F","Bachelors","Home Maker","Sports Car","Highly Rural/ Rural"
0,0,0,43,3,11,"Yes",46,"Commercial",1,"no",0,"No",0,16,72637,0,24050,0,"No","F","Masters","Manager","Panel Truck","Highly Urban/ Urban"
0,0,0,47,0,13,"No",40,"Private",1,"yes",0,"No",2,12,128481,0,14350,0,"No","M","Bachelors","Professional","Minivan","Highly Urban/ Urban"
0,0,0,43,0,14,"No",36,"Private",1,"no",0,"No",0,13,93239,277687,5800,0,"Yes","F","Masters","Professional","Sports Car","Highly Rural/ Rural"
1,9388,2,38,2,0,"No",22,"Commercial",4,"yes",0,"No",8,1,0,0,5300,0,"Yes","M","High School","Student","Pickup","Highly Urban/ Urban"
0,0,0,36,0,10,"No",37,"Commercial",6,"no",0,"No",1,16,166406,410930,25020,0,"No","F","Masters","","Pickup","Highly Urban/ Urban"
1,4229,0,31,0,5,"No",40,"Private",3,"no",2,"No",2,6,11425,0,4780,2168,"No","F","<High School","Clerical","SUV","Highly Urban/ Urban"
0,0,0,47,0,6,"No",13,"Commercial",3,"no",0,"No",0,13,108031,329698,21460,0,"Yes","M","Masters","","Van","Highly Urban/ Urban"
0,0,0,36,1,13,"No",69,"Commercial",17,"no",2,"No",3,1,54028,145803,30370,5872,"Yes","M","High School","Clerical","Panel Truck","Highly Urban/ Urban"
0,0,0,38,0,6,"No",40,"Private",1,"no",0,"No",2,15,90075,271397,30110,0,"No","F","Masters","Professional","Minivan","Highly Urban/ Urban"
0,0,0,41,0,10,"No",47,"Commercial",12,"yes",0,"No",0,12,185205,480262,5600,0,"No","M","Bachelors","Blue Collar","Pickup","Highly Rural/ Rural"
0,0,0,53,0,14,"No",21,"Private",1,"no",0,"No",0,13,46817,223487,6800,0,"Yes","M","Masters","Manager","Pickup","Highly Urban/ Urban"
1,5120,0,46,0,10,"No",45,"Private",4,"no",1,"Yes",0,1,42621,0,10360,7333,"No","F","High School","Clerical","SUV","Highly Urban/ Urban"
0,0,0,55,0,15,"No",25,"Private",4,"no",0,"No",0,8,105178,313734,12020,0,"Yes","F","PhD","Doctor","Minivan","Highly Urban/ Urban"
0,0,0,63,0,13,"No",42,"Private",7,"yes",0,"No",4,1,31269,201461,10930,0,"Yes","M","High School","Professional","Sports Car","Highly Rural/ Rural"
1,6767,3,40,4,10,"Yes",12,"Commercial",3,"yes",2,"No",3,25,147647,385798,28870,1449,"No","M","PhD","Professional","Panel Truck","Highly Urban/ Urban"
0,0,0,35,0,5,"No",52,"Commercial",9,"no",0,"No",0,1,60855,0,23480,0,"No","M","Bachelors","Blue Collar","Panel Truck","Highly Rural/ Rural"
0,0,0,55,0,12,"No",17,"Commercial",1,"no",0,"No",2,7,130162,356853,29990,0,"No","F","Bachelors","Blue Collar","Panel Truck","Highly Rural/ Rural"
0,0,1,38,2,12,"Yes",11,"Commercial",7,"no",0,"No",0,1,10287,161160,19320,0,"No","M","<High School","Blue Collar","Van","Highly Rural/ Rural"
0,0,0,60,0,5,"No",20,"Private",10,"no",0,"No",1,20,100328,302757,22300,0,"Yes","F","Masters","Lawyer","SUV","Highly Urban/ Urban"
0,0,0,48,0,11,"No",34,"Private",10,"no",0,"No",0,16,105103,318523,6300,0,"Yes","F","Masters","Lawyer","Sports Car","Highly Urban/ Urban"
0,0,1,58,1,11,"No",21,"Commercial",4,"yes",1,"No",6,17,66762,225043,28600,4007,"Yes","M","PhD","","Panel Truck","Highly Urban/ Urban"
0,0,2,40,3,13,"No",21,"Private",10,"no",0,"No",2,1,48623,221757,25620,0,"Yes","F","<High School","Blue Collar","Sports Car","Highly Rural/ Rural"
0,0,0,47,0,11,"No",20,"Commercial",14,"no",0,"No",1,15,120150,318649,20800,0,"Yes","M","Masters","","Van","Highly Urban/ Urban"
0,0,0,42,0,8,"No",25,"Commercial",4,"no",1,"Yes",5,12,57095,0,20720,46442,"No","F","High School","Blue Collar","SUV","Highly Rural/ Rural"
0,0,0,48,0,15,"No",24,"Private",1,"yes",2,"No",0,6,36098,0,9910,8258,"No","M","High School","Manager","Pickup","Highly Urban/ Urban"
0,0,0,47,0,12,"No",22,"Private",11,"yes",0,"No",0,1,65417,0,17880,0,"No","M","High School","Professional","Van","Highly Rural/ Rural"
0,0,0,46,0,14,"No",19,"Private",10,"yes",0,"No",0,16,104466,299208,24840,0,"No","M","Masters","Lawyer","Minivan","Highly Urban/ Urban"
0,0,0,44,0,0,"No",14,"Private",7,"no",0,"No",2,14,22288,155196,8130,0,"Yes","F","Bachelors","Home Maker","SUV","Highly Urban/ Urban"
0,0,0,31,2,10,"Yes",27,"Commercial",6,"no",3,"No",0,1,47623,0,4600,35375,"No","F","High School","Blue Collar","Sports Car","Highly Urban/ Urban"
0,0,0,52,0,14,"No",53,"Private",6,"no",0,"No",1,1,25835,127524,11340,0,"Yes","F","High School","Clerical","SUV","Highly Rural/ Rural"
1,3840,0,35,0,10,"No",34,"Commercial",10,"yes",2,"Yes",3,9,71379,0,22010,31039,"No","M","Bachelors","Blue Collar","Van","Highly Urban/ Urban"
1,2527,0,49,0,13,"No",32,"Commercial",3,"no",2,"No",9,1,37414,185993,10260,7105,"Yes","F","High School","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,53,0,14,"No",40,"Private",4,"no",0,"No",2,11,161395,412344,22940,0,"Yes","M","PhD","Lawyer","Minivan","Highly Urban/ Urban"
1,19970.205102,0,31,1,9,"Yes",12,"Commercial",6,"no",0,"No",5,1,83316,239711,37720,0,"No","F","High School","Professional","Panel Truck","Highly Urban/ Urban"
0,0,0,50,0,13,"No",22,"Private",1,"no",0,"No",3,8,21262,152605,1930,0,"No","F","High School","Home Maker","Sports Car","Highly Rural/ Rural"
0,0,0,51,0,13,"No",5,"Private",6,"no",1,"No",0,1,81948,308197,7850,2219,"Yes","F","High School","Professional","Sports Car","Highly Urban/ Urban"
0,0,0,53,0,16,"No",5,"Private",6,"yes",0,"No",0,18,139307,338975,21910,0,"Yes","M","Masters","Lawyer","Van","Highly Urban/ Urban"
0,0,0,54,0,13,"No",49,"Private",3,"no",0,"No",1,1,74398,233136,14340,0,"No","F","Bachelors","Manager","Sports Car","Highly Urban/ Urban"
0,0,0,47,0,7,"No",46,"Private",11,"no",1,"No",2,12,108139,0,17440,3924,"No","F","Bachelors","Professional","Minivan","Highly Urban/ Urban"
0,0,0,48,0,11,"No",27,"Private",4,"no",1,"No",5,1,45916,194824,9160,3424,"No","M","<High School","Blue Collar","Pickup","Highly Urban/ Urban"
0,0,0,38,0,11,"No",48,"Private",1,"no",0,"No",1,14,54028,305294,16810,0,"Yes","F","PhD","Lawyer","Minivan","Highly Urban/ Urban"
0,0,0,30,1,0,"Yes",37,"Private",1,"no",3,"No",7,6,0,0,4500,4749,"No","F","<High School","Student","Sports Car","Highly Urban/ Urban"
0,0,0,45,0,11,"No",28,"Private",6,"yes",0,"No",1,14,191870,546868,5900,0,"No","M","PhD","Doctor","Pickup","Highly Urban/ Urban"
1,1499.1775176,0,37,0,13,"No",36,"Private",6,"no",0,"Yes",0,1,54028,143167,7550,0,"Yes","F","High School","Clerical","SUV","Highly Urban/ Urban"
0,0,1,43,1,3,"Yes",53,"Private",10,"yes",0,"Yes",0,19,154611,0,31830,0,"No","M","Masters","Lawyer","Minivan","Highly Urban/ Urban"
0,0,0,43,0,11,"No",44,"Commercial",7,"yes",0,"No",0,1,43032,161160,12490,0,"Yes","M","Bachelors","Blue Collar","Minivan","Highly Urban/ Urban"
1,3291,0,51,0,7,"No",36,"Private",6,"no",2,"No",0,8,26114,0,9780,1867,"No","F","Masters","Lawyer","Minivan","Highly Urban/ Urban"
0,0,0,56,0,12,"No",21,"Private",6,"no",0,"No",0,13,38389,173079,1500,0,"No","F","Bachelors","Clerical","SUV","Highly Rural/ Rural"
0,0,0,28,3,13,"No",71,"Commercial",1,"yes",0,"No",2,NA,98485,284911,22490,0,"Yes","M","Bachelors","Blue Collar","Van","Highly Rural/ Rural"
1,4236,0,42,3,16,"No",29,"Commercial",10,"no",1,"Yes",5,1,35586,125317,5060,24208,"Yes","M","High School","Clerical","Pickup","Highly Urban/ Urban"
1,8107.4259856,0,27,3,11,"No",30,"Private",1,"no",0,"Yes",2,1,14461,108046,9990,0,"Yes","F","High School","Clerical","SUV","Highly Urban/ Urban"
0,0,0,43,0,7,"No",37,"Commercial",1,"no",0,"No",0,1,54028,0,16650,0,"No","F","High School","Blue Collar","Sports Car","Highly Urban/ Urban"
0,0,0,47,0,10,"No",34,"Commercial",8,"yes",0,"Yes",0,9,45669,165229,9840,0,"No","M","Masters","Manager","Pickup","Highly Urban/ Urban"
0,0,0,33,5,10,"No",33,"Commercial",13,"no",2,"Yes",5,1,54028,262750,18870,40521,"Yes","M","High School","Blue Collar","Van","Highly Urban/ Urban"
0,0,0,48,0,8,"No",43,"Private",6,"no",3,"No",4,1,37095,161160,7090,28456,"Yes","F","High School","Clerical","Sports Car","Highly Urban/ Urban"
0,0,0,59,0,13,"No",26,"Private",10,"no",0,"No",1,10,137935,380971,21190,0,"No","M","PhD","Doctor","Minivan","Highly Urban/ Urban"
0,0,0,55,0,16,"No",20,"Private",10,"no",3,"No",2,7,64603,217162,13460,5916,"Yes","F","High School","Professional","SUV","Highly Urban/ Urban"
1,6111,0,44,3,15,"No",39,"Private",10,"no",0,"No",0,16,54028,155178,15270,0,"Yes","F","Masters","Lawyer","Minivan","Highly Urban/ Urban"
0,0,1,39,2,11,"No",31,"Private",6,"no",2,"No",2,1,159727,352003,21370,7931,"Yes","M","<High School","Blue Collar","Minivan","Highly Urban/ Urban"
0,0,2,45,2,14,"No",36,"Private",17,"no",0,"No",5,6,71033,219527,14330,0,"Yes","F","Bachelors","Clerical","Minivan","Highly Urban/ Urban"
0,0,0,35,0,7,"No",6,"Private",10,"yes",0,"No",0,1,17562,0,14320,0,"No","M","High School","Clerical","Minivan","Highly Rural/ Rural"
1,5342,1,60,1,7,"Yes",9,"Commercial",10,"no",0,"No",8,11,102339,0,27420,0,"No","F","PhD","","Van","Highly Urban/ Urban"
1,5488,0,46,0,13,"No",43,"Commercial",1,"yes",3,"No",5,7,26412,140131,10060,8636,"Yes","M","High School","Clerical","Pickup","Highly Urban/ Urban"
0,0,0,57,0,12,"No",32,"Commercial",4,"no",2,"No",4,10,47248,161160,27690,4179,"Yes","M","Bachelors","Manager","Panel Truck","Highly Urban/ Urban"
0,0,0,49,0,0,"No",26,"Private",3,"no",0,"No",0,5,54028,0,13640,0,"Yes","F","<High School","Student","SUV","Highly Rural/ Rural"
0,0,0,53,0,12,"No",70,"Private",9,"no",0,"No",0,11,74061,272686,13430,0,"Yes","M","Bachelors","Manager","Minivan","Highly Urban/ Urban"
1,5027,0,37,2,14,"No",33,"Commercial",10,"no",3,"No",3,1,83419,297024,9840,3771,"Yes","F","High School","Blue Collar","Sports Car","Highly Urban/ Urban"
0,0,0,47,0,10,"No",62,"Private",4,"yes",3,"No",1,9,129926,0,15650,6527,"No","M","Masters","Professional","Minivan","Highly Urban/ Urban"
0,0,0,40,0,14,"No",20,"Private",4,"yes",0,"No",0,12,96462,262391,15150,0,"No","M","Bachelors","Blue Collar","Minivan","Highly Urban/ Urban"
0,0,0,45,0,10,"No",33,"Commercial",1,"no",2,"No",5,8,63457,209490,28770,4845,"Yes","M","Bachelors","Professional","Panel Truck","Highly Urban/ Urban"
0,0,0,58,0,7,"No",30,"Commercial",1,"yes",2,"No",2,8,65923,238115,29800,3886,"Yes","M","Bachelors","Manager","Panel Truck","Highly Urban/ Urban"
0,0,0,48,0,14,"No",28,"Private",4,"yes",0,"No",6,1,29295,147113,9230,0,"Yes","M","High School","Clerical","Pickup","Highly Rural/ Rural"
0,0,0,46,0,11,"No",29,"Private",1,"yes",0,"No",2,7,60213,216721,22630,0,"Yes","M","High School","Professional","Minivan","Highly Urban/ Urban"
0,0,0,32,0,9,"No",12,"Private",7,"yes",1,"No",4,5,36763,175960,6550,7475,"Yes","M","<High School","Blue Collar","Pickup","Highly Urban/ Urban"
0,0,0,54,0,12,"No",26,"Commercial",6,"yes",1,"No",0,1,93400,317614,16240,9866,"Yes","M","High School","Blue Collar","Van","Highly Urban/ Urban"
0,0,0,48,0,12,"No",34,"Private",1,"no",1,"No",5,10,54028,140348,11020,8727,"Yes","F","Bachelors","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,39,0,9,"No",29,"Private",1,"no",0,"No",0,1,103073,257576,28750,0,"No","F","Bachelors","Manager","Pickup","Highly Urban/ Urban"
1,3673.6568634,0,42,1,12,"No",6,"Commercial",4,"yes",1,"Yes",9,1,80130,231747,5700,34020,"Yes","M","High School","Blue Collar","Minivan","Highly Urban/ Urban"
0,0,0,53,0,7,"No",33,"Private",16,"no",2,"No",3,18,10232,129979,24470,5458,"Yes","F","Masters","Home Maker","Minivan","Highly Urban/ Urban"
0,0,0,39,0,11,"No",39,"Commercial",1,"no",1,"No",4,1,67011,0,25740,10535,"No","F","<High School","Blue Collar","Van","Highly Urban/ Urban"
0,0,0,44,0,0,"No",72,"Private",1,"no",0,"No",0,8,0,83523,20230,0,"No","F","High School","Home Maker","Minivan","Highly Rural/ Rural"
0,0,0,56,2,11,"No",35,"Commercial",3,"yes",0,"No",1,9,99186,336691,16820,0,"Yes","M","Bachelors","Manager","Van","Highly Urban/ Urban"
0,0,0,49,0,11,"No",29,"Commercial",1,"no",0,"Yes",0,17,165193,0,27170,0,"No","F","Masters","","Pickup","Highly Urban/ Urban"
0,0,0,43,2,12,"No",45,"Commercial",6,"no",0,"No",3,4,10859,117283,19150,0,"Yes","F","<High School","Home Maker","Van","Highly Rural/ Rural"
1,3180,0,46,0,11,"No",27,"Commercial",1,"no",2,"No",7,10,98572,0,17020,4538,"No","M","Bachelors","Blue Collar","Van","Highly Urban/ Urban"
1,3439,1,37,2,13,"Yes",22,"Commercial",4,"no",1,"No",7,12,80183,0,15500,8385,"No","F","Bachelors","Blue Collar","Minivan","Highly Urban/ Urban"
0,0,0,33,3,11,"Yes",18,"Private",10,"no",0,"No",0,6,27939,0,4290,0,"No","F","High School","Clerical","Sports Car","Highly Rural/ Rural"
1,5430,0,22,0,0,"No",22,"Private",3,"yes",0,"No",0,1,0,0,3700,0,"No","M","<High School","Student","Minivan","Highly Urban/ Urban"
0,0,0,55,0,7,"No",63,"Private",1,"no",3,"No",0,9,24785,160333,9480,3587,"Yes","F","Bachelors","Home Maker","Sports Car","Highly Urban/ Urban"
1,3736,0,60,0,0,"No",30,"Private",4,"no",1,"No",4,1,0,108148,7500,8739,"Yes","F","<High School","Student","SUV","Highly Urban/ Urban"
0,0,1,36,2,14,"No",23,"Private",6,"no",1,"Yes",7,1,20926,122046,9000,37689,"Yes","M","High School","Clerical","Pickup","Highly Urban/ Urban"
0,0,0,60,0,12,"No",50,"Private",6,"no",2,"No",5,19,89504,239965,10450,893,"No","F","Masters","Lawyer","SUV","Highly Urban/ Urban"
0,0,0,53,0,13,"No",62,"Commercial",11,"no",0,"No",1,15,34455,0,28170,0,"No","M","PhD","Manager","Panel Truck","Highly Urban/ Urban"
0,0,1,45,2,7,"Yes",10,"Private",1,"no",0,"No",3,13,26681,166588,14560,0,"No","F","Bachelors","Professional","SUV","Highly Rural/ Rural"
0,0,1,43,1,7,"No",41,"Private",9,"no",2,"No",0,1,57170,198402,26320,25804,"Yes","F","<High School","Blue Collar","Minivan","Highly Urban/ Urban"
0,0,0,43,0,7,"No",43,"Private",1,"no",0,"No",0,1,89955,309466,26740,0,"Yes","F","PhD","Lawyer","Minivan","Highly Urban/ Urban"
1,3140,0,49,0,10,"No",22,"Commercial",4,"no",1,"No",3,7,43676,161160,10770,9230,"No","F","High School","Blue Collar","SUV","Highly Urban/ Urban"
1,4482,0,36,2,10,"Yes",25,"Commercial",4,"no",1,"No",3,7,27370,0,13670,4318,"No","M","High School","Blue Collar","Minivan","Highly Urban/ Urban"
0,0,0,50,0,14,"No",26,"Private",4,"no",0,"No",0,1,63166,201839,12990,0,"Yes","F","High School","Professional","SUV","Highly Urban/ Urban"
1,4278,0,64,0,14,"No",22,"Commercial",1,"no",0,"No",0,9,45110,178514,14860,0,"Yes","M","Bachelors","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,56,2,10,"No",16,"Commercial",1,"no",1,"No",2,7,47562,169576,21880,9894,"Yes","F","High School","Blue Collar","Pickup","Highly Urban/ Urban"
1,5576,3,41,3,10,"Yes",48,"Private",11,"no",0,"No",4,1,43488,0,9950,0,"No","F","<High School","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,42,0,10,"No",25,"Private",4,"no",0,"No",4,NA,14356,112218,11310,0,"Yes","F","High School","Home Maker","SUV","Highly Urban/ Urban"
0,0,0,60,0,0,"No",45,"Private",3,"no",1,"No",5,12,0,146261,23800,6223,"Yes","F","Bachelors","Home Maker","Sports Car","Highly Urban/ Urban"
0,0,0,45,0,8,"No",30,"Private",6,"no",1,"No",1,7,62991,234990,12300,3078,"Yes","F","Bachelors","Manager","SUV","Highly Urban/ Urban"
0,0,1,53,1,11,"Yes",39,"Commercial",13,"no",0,"No",0,10,63593,0,23410,0,"No","F","Bachelors","Blue Collar","Pickup","Highly Rural/ Rural"
0,0,0,51,0,13,"No",36,"Private",9,"no",0,"No",0,8,81987,258282,14800,0,"No","M","High School","Blue Collar","Minivan","Highly Rural/ Rural"
0,0,0,53,0,13,"No",5,"Private",1,"no",0,"No",0,1,50516,218287,11850,0,"Yes","F","High School","Manager","SUV","Highly Urban/ Urban"
0,0,0,55,0,14,"No",18,"Private",1,"no",0,"No",0,1,74441,226180,16050,0,"Yes","F","Masters","Professional","SUV","Highly Urban/ Urban"
0,0,0,52,0,8,"No",34,"Private",1,"yes",0,"No",1,11,130393,363470,22360,0,"Yes","M","Masters","Manager","Minivan","Highly Urban/ Urban"
0,0,0,45,3,11,"No",8,"Private",1,"no",0,"Yes",3,13,191579,449329,6200,0,"Yes","M","PhD","Professional","Sports Car","Highly Urban/ Urban"
0,0,0,41,0,14,"No",36,"Private",1,"no",0,"No",1,1,99403,247297,16520,0,"No","F","Bachelors","Professional","SUV","Highly Rural/ Rural"
0,0,0,36,0,12,"No",27,"Private",4,"no",0,"No",0,15,107845,322073,15880,0,"Yes","F","Masters","Lawyer","SUV","Highly Urban/ Urban"
1,5692,0,32,1,11,"No",22,"Private",6,"no",0,"No",0,7,6622,0,1500,0,"Yes","F","High School","Student","Sports Car","Highly Urban/ Urban"
0,0,0,65,2,10,"No",26,"Commercial",9,"no",3,"No",3,1,29603,159862,10960,5088,"Yes","M","High School","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,43,0,13,"No",11,"Private",1,"yes",1,"No",5,8,43900,184254,19760,6024,"Yes","M","High School","Clerical","Van","Highly Urban/ Urban"
0,0,0,41,0,8,"No",31,"Commercial",4,"yes",3,"No",6,20,169599,0,27680,3196,"No","M","Masters","","Panel Truck","Highly Urban/ Urban"
0,0,0,35,0,11,"No",13,"Private",1,"no",0,"No",2,7,76219,262755,9120,0,"Yes","F","Bachelors","Professional","SUV","Highly Rural/ Rural"
0,0,0,43,2,14,"Yes",28,"Commercial",13,"yes",3,"No",2,11,75423,0,36290,9568,"No","M","PhD","","Panel Truck","Highly Urban/ Urban"
0,0,0,41,2,9,"Yes",33,"Commercial",10,"no",1,"No",3,11,139860,321852,33210,6449,"No","F","PhD","","Van","Highly Urban/ Urban"
0,0,0,56,0,13,"No",49,"Commercial",1,"yes",0,"No",3,11,104468,313603,27950,0,"Yes","M","Bachelors","Professional","Panel Truck","Highly Urban/ Urban"
0,0,0,37,0,12,"No",52,"Commercial",4,"yes",0,"No",2,17,112814,361722,25630,0,"Yes","M","Masters","Manager","Panel Truck","Highly Urban/ Urban"
0,0,0,40,1,14,"No",49,"Commercial",4,"no",1,"No",2,1,84157,269578,38320,3442,"Yes","M","Bachelors","Professional","Panel Truck","Highly Urban/ Urban"
0,0,2,45,3,15,"No",19,"Private",6,"no",0,"No",0,8,23000,167879,10680,0,"Yes","M","<High School","Clerical","Pickup","Highly Rural/ Rural"
0,0,0,57,0,15,"No",67,"Commercial",10,"no",3,"No",4,11,171913,468103,37960,36540,"Yes","M","PhD","","Panel Truck","Highly Urban/ Urban"
1,6316,0,64,0,11,"No",65,"Commercial",1,"yes",2,"Yes",0,11,40188,203994,7900,10942,"Yes","M","Bachelors","Blue Collar","SUV","Highly Urban/ Urban"
0,0,0,36,2,14,"No",28,"Private",11,"no",4,"No",0,NA,118551,378545,21450,3502,"Yes","F","Masters","Professional","Pickup","Highly Urban/ Urban"
1,3124,0,50,0,14,"No",41,"Commercial",1,"yes",1,"No",1,1,27783,0,6500,8506,"No","M","<High School","Blue Collar","Pickup","Highly Urban/ Urban"
0,0,0,38,0,14,"No",31,"Private",10,"no",0,"No",0,6,17724,147657,12270,0,"Yes","M","High School","Clerical","Minivan","Highly Rural/ Rural"
0,0,0,28,1,9,"No",5,"Private",1,"no",1,"Yes",3,1,20852,123109,20960,20581,"Yes","F","High School","Home Maker","Minivan","Highly Urban/ Urban"
0,0,0,57,0,14,"No",50,"Private",4,"no",2,"Yes",0,12,60599,214459,16550,19751,"Yes","F","Masters","Lawyer","SUV","Highly Urban/ Urban"
0,0,0,58,0,15,"No",16,"Private",6,"no",0,"No",4,13,102092,270868,17510,0,"Yes","F","Masters","Lawyer","Minivan","Highly Urban/ Urban"
0,0,0,49,0,13,"No",53,"Commercial",6,"no",0,"No",0,22,147455,394201,23230,0,"No","M","PhD","Manager","Panel Truck","Highly Urban/ Urban"
1,1187,1,41,1,10,"No",29,"Private",1,"no",0,"Yes",1,8,96166,241382,15220,0,"Yes","F","Masters","Lawyer","SUV","Highly Urban/ Urban"
0,0,0,49,0,15,"No",35,"Private",17,"no",0,"No",0,11,7077,0,9700,0,"Yes","F","High School","Student","Sports Car","Highly Urban/ Urban"
1,294.68102254,0,56,0,9,"No",49,"Commercial",1,"no",0,"No",4,12,47847,178445,11880,0,"Yes","F","Bachelors","Blue Collar","Sports Car","Highly Urban/ Urban"
1,1283,0,45,1,10,"Yes",43,"Private",6,"no",0,"No",0,17,102765,0,19680,0,"No","F","Masters","Lawyer","Minivan","Highly Urban/ Urban"
